onetcode;onet19;soccode18;soc18;stem ;soc10;isco08;isco88;cbo02;ocup cbo
47205100;Cement Masons and Concrete Finishers;472051;Cement Masons and Concrete Finishers;0;472051;7114;7123;715310;Moldador de corpos de prova em usina de concreto
47205300;Terrazzo Workers and Finishers;472053;Terrazzo Workers and Finishers;0;472053;7114;7123;715310;Moldador de corpos de prova em usina de concreto
47206100;Construction Laborers;472061;Construction Laborers;0;472061;9313;9313;#N/D;#N/D
47207100;Paving, Surfacing, and Tamping Equipment Operators;472071;Paving, Surfacing, and Tamping Equipment Operators;0;472071;8342;8332;715115;Operador de escavadeiras
47207200;Pile Driver Operators;472072;Pile Driver Operators;0;472072;8342;8332;715115;Operador de escavadeiras
47207300;Operating Engineers and Other Construction Equipment Operators;472073;Operating Engineers and Other Construction Equipment Operators;0;472073;8342;8332;715115;Operador de escavadeiras
47208100;Drywall and Ceiling Tile Installers;472081;Drywall and Ceiling Tile Installers;0;472081;7123;7133;715210;Pedreiro
47208200;Tapers;472082;Tapers;0;472082;7123;7133;715210;Pedreiro
47211100;Electricians;472111;Electricians;0;472111;7411;7137;951105;Eletricista de manutenção
47212100;Glaziers;472121;Glaziers;0;472121;7125;7135;716310;Vidraceiro (edificações)
47213100;Insulation Workers, Floor, Ceiling, and Wall;472131;Insulation Workers, Floor, Ceiling, and Wall;0;472131;7124;7134;715705;Aplicador  de asfalto impermeabilizante  (coberturas)
47213200;Insulation Workers, Mechanical;472132;Insulation Workers, Mechanical;0;472132;7124;7134;715705;Aplicador  de asfalto impermeabilizante  (coberturas)
47214100;Painters, Construction and Maintenance;472141;Painters, Construction and Maintenance;0;472141;7131;7141;716610;Pintor de obras
47214200;Paperhangers;472142;Paperhangers;0;472142;7131;7141;716610;Pintor de obras
47215100;Pipelayers;472151;Pipelayers;0;472151;7126;7136;724130;Instalador  de tubulações de gás combustível (produção e distribuição)
47215200;Plumbers, Pipefitters, and Steamfitters;472152;Plumbers, Pipefitters, and Steamfitters;0;472152;7126;7136;724130;Instalador  de tubulações de gás combustível (produção e distribuição)
47215204;Solar Thermal Installers and Technicians;472152;Plumbers, Pipefitters, and Steamfitters;0;472152;7126;7136;724130;Instalador  de tubulações de gás combustível (produção e distribuição)
47216100;Plasterers and Stucco Masons;472161;Plasterers and Stucco Masons;0;472161;7123;7133;715210;Pedreiro
47217100;Reinforcing Iron and Rebar Workers;472171;Reinforcing Iron and Rebar Workers;0;472171;7214;7214;724225;Riscador de chapas
47218100;Roofers;472181;Roofers;0;472181;7121;7131;716205;Telhador
47221100;Sheet Metal Workers;472211;Sheet Metal Workers;0;472211;7213;7213;724225;Riscador de chapas
47222100;Structural Iron and Steel Workers;472221;Structural Iron and Steel Workers;0;472221;7214;7214;724225;Riscador de chapas
47223100;Solar Photovoltaic Installers;472231;Solar Photovoltaic Installers;0;472231;7119;7129;514325;Trabalhador da manunteção de edificações
47301100;Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters;473011;Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters;0;473011;9313;9313;#N/D;#N/D
47301200;Helpers--Carpenters;473012;Helpers--Carpenters;0;473012;9313;9313;#N/D;#N/D
47301300;Helpers--Electricians;473013;Helpers--Electricians;0;473013;9313;9313;#N/D;#N/D
47301400;Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons;473014;Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons;0;473014;9313;9313;#N/D;#N/D
47301500;Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters;473015;Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters;0;473015;9313;9313;#N/D;#N/D
47301600;Helpers--Roofers;473016;Helpers--Roofers;0;473016;9313;9313;#N/D;#N/D
47301900;Helpers, Construction Trades, All Other;473019;Helpers, Construction Trades, All Other;0;473019;9312;9312;991105;Conservador de ferrovias
47401100;Construction and Building Inspectors;474011;Construction and Building Inspectors;0;474011;3112;3112;312105;Técnico de obras civis
47401101;Energy Auditors;474011;Construction and Building Inspectors;0;474011;3112;3112;312105;Técnico de obras civis
47402100;Elevator and Escalator Installers and Repairers;474021;Elevator and Escalator Installers and Repairers;0;474021;7412;7241;954205;Reparador de aparelhos eletrodomésticos
47403100;Fence Erectors;474031;Fence Erectors;0;474031;7119;7129;514325;Trabalhador da manunteção de edificações
47404100;Hazardous Materials Removal Workers;474041;Hazardous Materials Removal Workers;0;474041;7119;7129;514325;Trabalhador da manunteção de edificações
47405100;Highway Maintenance Workers;474051;Highway Maintenance Workers;0;474051;9312;9312;991105;Conservador de ferrovias
47406100;Rail-Track Laying and Maintenance Equipment Operators;474061;Rail-Track Laying and Maintenance Equipment Operators;0;474061;9312;9312;991105;Conservador de ferrovias
47407100;Septic Tank Servicers and Sewer Pipe Cleaners;474071;Septic Tank Servicers and Sewer Pipe Cleaners;0;474071;9129;9142;514305;Limpador de janelas
47409100;Segmental Pavers;474091;Segmental Pavers;0;474091;7114;7123;715310;Moldador de corpos de prova em usina de concreto
47409900;Construction and Related Workers, All Other;474099;Construction and Related Workers, All Other;0;474099;7119;7129;514325;Trabalhador da manunteção de edificações
47409903;Weatherization Installers and Technicians;474099;Construction and Related Workers, All Other;0;474099;7119;7129;514325;Trabalhador da manunteção de edificações
47501100;Derrick Operators, Oil and Gas;475011;Derrick Operators, Oil and Gas;0;475011;8113;8113;711315;Sondador (poços de petróleo e gás)
47501200;Rotary Drill Operators, Oil and Gas;475012;Rotary Drill Operators, Oil and Gas;0;475012;8113;8113;711315;Sondador (poços de petróleo e gás)
47501300;Service Unit Operators, Oil and Gas;475013;Service Unit Operators, Oil and Gas;0;475013;8113;8113;711315;Sondador (poços de petróleo e gás)
47502200;Excavating and Loading Machine and Dragline Operators, Surface Mining;475022;Excavating and Loading Machine and Dragline Operators, Surface Mining;0;537032;8111;7111;711125;Escorador de minas
47502300;Earth Drillers, Except Oil and Gas;475023;Earth Drillers, Except Oil and Gas;0;475021;8111;7111;711125;Escorador de minas
47503200;Explosives Workers, Ordnance Handling Experts, and Blasters;475032;Explosives Workers, Ordnance Handling Experts, and Blasters;0;475021;8111;7111;711125;Escorador de minas
47504100;Continuous Mining Machine Operators;475041;Continuous Mining Machine Operators;0;475041;8111;7111;711125;Escorador de minas
47504300;Roof Bolters, Mining;475043;Roof Bolters, Mining;0;475061;8111;7111;711125;Escorador de minas
47504400;Loading and Moving Machine Operators, Underground Mining;475044;Loading and Moving Machine Operators, Underground Mining;0;537033;8111;7111;711125;Escorador de minas
47504900;Underground Mining Machine Operators, All Other;475049;Underground Mining Machine Operators, All Other;0;475042;8111;7111;711125;Escorador de minas
47505100;Rock Splitters, Quarry;475051;Rock Splitters, Quarry;0;475051;8111;7111;711125;Escorador de minas
47507100;Roustabouts, Oil and Gas;475071;Roustabouts, Oil and Gas;0;475071;8113;8113;711315;Sondador (poços de petróleo e gás)
47508100;Helpers--Extraction Workers;475081;Helpers--Extraction Workers;0;475081;9311;9311;711405;Garimpeiro
47509900;Extraction Workers, All Other;475099;Extraction Workers, All Other;0;475049;8111;7111;711125;Escorador de minas
49101100;First-Line Supervisors of Mechanics, Installers, and Repairers;491011;First-Line Supervisors of Mechanics, Installers, and Repairers;0;491011;7127;7233;725015;Ajustador  mecânico  (usinagem em bancada e em máquinas-ferramentas)
49201100;Computer, Automated Teller, and Office Machine Repairers;492011;Computer, Automated Teller, and Office Machine Repairers;0;492011;7421;7242;#N/D;#N/D
49202100;Radio, Cellular, and Tower Equipment Installers and Repairers;492021;Radio, Cellular, and Tower Equipment Installers and Repairers;0;492021;7422;7242;#N/D;#N/D
49202200;Telecommunications Equipment Installers and Repairers, Except Line Installers;492022;Telecommunications Equipment Installers and Repairers, Except Line Installers;0;492022;7422;7242;#N/D;#N/D
49209100;Avionics Technicians;492091;Avionics Technicians;0;492091;7421;7242;#N/D;#N/D
49209200;Electric Motor, Power Tool, and Related Repairers;492092;Electric Motor, Power Tool, and Related Repairers;0;492092;7412;7241;954205;Reparador de aparelhos eletrodomésticos
49209300;Electrical and Electronics Installers and Repairers, Transportation Equipment;492093;Electrical and Electronics Installers and Repairers, Transportation Equipment;0;492093;7412;7241;954205;Reparador de aparelhos eletrodomésticos
49209400;Electrical and Electronics Repairers, Commercial and Industrial Equipment;492094;Electrical and Electronics Repairers, Commercial and Industrial Equipment;0;492094;7412;7241;954205;Reparador de aparelhos eletrodomésticos
49209500;Electrical and Electronics Repairers, Powerhouse, Substation, and Relay;492095;Electrical and Electronics Repairers, Powerhouse, Substation, and Relay;0;492095;7412;7241;954205;Reparador de aparelhos eletrodomésticos
49209600;Electronic Equipment Installers and Repairers, Motor Vehicles;492096;Electronic Equipment Installers and Repairers, Motor Vehicles;0;492096;7412;7241;954205;Reparador de aparelhos eletrodomésticos
49209700;Audiovisual Equipment Installers and Repairers;492097;Audiovisual Equipment Installers and Repairers;0;492097;7422;7242;#N/D;#N/D
49209800;Security and Fire Alarm Systems Installers;492098;Security and Fire Alarm Systems Installers;0;492098;7412;7241;954205;Reparador de aparelhos eletrodomésticos
49301100;Aircraft Mechanics and Service Technicians;493011;Aircraft Mechanics and Service Technicians;0;493011;7232;7232;914105;Mecânico de manutenção de aeronaves
49302100;Automotive Body and Related Repairers;493021;Automotive Body and Related Repairers;0;493021;7231;7231;914405;Mecânico de manutenção de automóveis motocicletas e veículos similares
49302200;Automotive Glass Installers and Repairers;493022;Automotive Glass Installers and Repairers;0;493022;7231;7231;914405;Mecânico de manutenção de automóveis motocicletas e veículos similares
49302300;Automotive Service Technicians and Mechanics;493023;Automotive Service Technicians and Mechanics;0;493023;7231;7231;914405;Mecânico de manutenção de automóveis motocicletas e veículos similares
49303100;Bus and Truck Mechanics and Diesel Engine Specialists;493031;Bus and Truck Mechanics and Diesel Engine Specialists;0;493031;7231;7231;914405;Mecânico de manutenção de automóveis motocicletas e veículos similares
49304100;Farm Equipment Mechanics and Service Technicians;493041;Farm Equipment Mechanics and Service Technicians;0;493041;7233;7233;725015;Ajustador  mecânico  (usinagem em bancada e em máquinas-ferramentas)
49304200;Mobile Heavy Equipment Mechanics, Except Engines;493042;Mobile Heavy Equipment Mechanics, Except Engines;0;493042;7233;7233;725015;Ajustador  mecânico  (usinagem em bancada e em máquinas-ferramentas)
49304300;Rail Car Repairers;493043;Rail Car Repairers;0;493043;7233;7233;725015;Ajustador  mecânico  (usinagem em bancada e em máquinas-ferramentas)
49305100;Motorboat Mechanics and Service Technicians;493051;Motorboat Mechanics and Service Technicians;0;493051;7231;7231;914405;Mecânico de manutenção de automóveis motocicletas e veículos similares
49305200;Motorcycle Mechanics;493052;Motorcycle Mechanics;0;493052;7231;7231;914405;Mecânico de manutenção de automóveis motocicletas e veículos similares
49305300;Outdoor Power Equipment and Other Small Engine Mechanics;493053;Outdoor Power Equipment and Other Small Engine Mechanics;0;493053;7412;7241;954205;Reparador de aparelhos eletrodomésticos
49309100;Bicycle Repairers;493091;Bicycle Repairers;0;493091;7234;7231;914405;Mecânico de manutenção de automóveis motocicletas e veículos similares
49309200;Recreational Vehicle Service Technicians;493092;Recreational Vehicle Service Technicians;0;493092;7231;7231;914405;Mecânico de manutenção de automóveis motocicletas e veículos similares
49309300;Tire Repairers and Changers;493093;Tire Repairers and Changers;0;493093;7231;7231;914405;Mecânico de manutenção de automóveis motocicletas e veículos similares
49901100;Mechanical Door Repairers;499011;Mechanical Door Repairers;0;499011;7412;7241;954205;Reparador de aparelhos eletrodomésticos
49901200;Control and Valve Installers and Repairers, Except Mechanical Door;499012;Control and Valve Installers and Repairers, Except Mechanical Door;0;499012;7412;7241;954205;Reparador de aparelhos eletrodomésticos
49902100;Heating, Air Conditioning, and Refrigeration Mechanics and Installers;499021;Heating, Air Conditioning, and Refrigeration Mechanics and Installers;0;499021;7127;7233;725015;Ajustador  mecânico  (usinagem em bancada e em máquinas-ferramentas)
49903100;Home Appliance Repairers;499031;Home Appliance Repairers;0;499031;7412;7241;954205;Reparador de aparelhos eletrodomésticos
49904100;Industrial Machinery Mechanics;499041;Industrial Machinery Mechanics;0;499041;7233;7233;725015;Ajustador  mecânico  (usinagem em bancada e em máquinas-ferramentas)
49904300;Maintenance Workers, Machinery;499043;Maintenance Workers, Machinery;0;499043;7233;7233;725015;Ajustador  mecânico  (usinagem em bancada e em máquinas-ferramentas)
49904400;Millwrights;499044;Millwrights;0;499044;7233;7233;725015;Ajustador  mecânico  (usinagem em bancada e em máquinas-ferramentas)
49904500;Refractory Materials Repairers, Except Brickmasons;499045;Refractory Materials Repairers, Except Brickmasons;0;499045;7112;7122;715230;Pedreiro de edificações
49905100;Electrical Power-Line Installers and Repairers;499051;Electrical Power-Line Installers and Repairers;0;499051;7413;7245;732120;Instalador  de  linhas  elétricas  de alta e baixa tensão (rede aérea)
49905200;Telecommunications Line Installers and Repairers;499052;Telecommunications Line Installers and Repairers;0;499052;7422;7242;#N/D;#N/D
49906100;Camera and Photographic Equipment Repairers;499061;Camera and Photographic Equipment Repairers;0;499061;7311;7311;741120;Relojoeiro (fabricação)
49906200;Medical Equipment Repairers;499062;Medical Equipment Repairers;0;499062;7311;7311;741120;Relojoeiro (fabricação)
49906300;Musical Instrument Repairers and Tuners;499063;Musical Instrument Repairers and Tuners;0;499063;7312;7312;742115;Confeccionador de instrumentos de corda
49906400;Watch and Clock Repairers;499064;Watch and Clock Repairers;0;499064;7311;7311;741120;Relojoeiro (fabricação)
49906900;Precision Instrument and Equipment Repairers, All Other;499069;Precision Instrument and Equipment Repairers, All Other;0;499069;7311;7311;741120;Relojoeiro (fabricação)
49907100;Maintenance and Repair Workers, General;499071;Maintenance and Repair Workers, General;0;499071;9622;9162;514205;Lixeiro
49908100;Wind Turbine Service Technicians;499081;Wind Turbine Service Technicians;0;499081;7233;7233;725015;Ajustador  mecânico  (usinagem em bancada e em máquinas-ferramentas)
49909100;Coin, Vending, and Amusement Machine Servicers and Repairers;499091;Coin, Vending, and Amusement Machine Servicers and Repairers;0;499091;9623;9153;519940;Distribuidor (coletor de fichas telefônicas)
49909200;Commercial Divers;499092;Commercial Divers;0;499092;7541;6152;341225;Patrão de pesca regional
49909400;Locksmiths and Safe Repairers;499094;Locksmiths and Safe Repairers;0;499094;7222;7222;721105;Ferramenteiro
49909500;Manufactured Building and Mobile Home Installers;499095;Manufactured Building and Mobile Home Installers;0;499095;7119;7129;514325;Trabalhador da manunteção de edificações
49909600;Riggers;499096;Riggers;0;499096;7215;7215;724605;Aparelhador de equipamentos  de  levantamento
49909700;Signal and Track Switch Repairers;499097;Signal and Track Switch Repairers;0;499097;7412;7241;954205;Reparador de aparelhos eletrodomésticos
49909800;Helpers--Installation, Maintenance, and Repair Workers;499098;Helpers--Installation, Maintenance, and Repair Workers;0;499098;9622;9162;514205;Lixeiro
49909900;Installation, Maintenance, and Repair Workers, All Other;499099;Installation, Maintenance, and Repair Workers, All Other;0;499093;7533;7436;763210;Costureiro
49909901;Geothermal Technicians;499099;Installation, Maintenance, and Repair Workers, All Other;0;499093;7533;7436;763210;Costureiro
51101100;First-Line Supervisors of Production and Operating Workers;511011;First-Line Supervisors of Production and Operating Workers;0;511011;3122;8171;#N/D;#N/D
51201100;Aircraft Structure, Surfaces, Rigging, and Systems Assemblers;512011;Aircraft Structure, Surfaces, Rigging, and Systems Assemblers;0;512011;8211;8281;725305;Montador de equipamento de levantamento
51202100;Coil Winders, Tapers, and Finishers;512021;Coil Winders, Tapers, and Finishers;0;512021;8212;8282;731130;Montador de equipamentos elétricos (motores e dínamos)
51202200;Electrical and Electronic Equipment Assemblers;512022;Electrical and Electronic Equipment Assemblers;0;512022;8212;8282;731130;Montador de equipamentos elétricos (motores e dínamos)
51202300;Electromechanical Equipment Assemblers;512023;Electromechanical Equipment Assemblers;0;512023;8212;8282;731130;Montador de equipamentos elétricos (motores e dínamos)
51203100;Engine and Other Machine Assemblers;512031;Engine and Other Machine Assemblers;0;512031;8211;8281;725305;Montador de equipamento de levantamento
51204100;Structural Metal Fabricators and Fitters;512041;Structural Metal Fabricators and Fitters;0;512041;7214;7214;724225;Riscador de chapas
51205100;Fiberglass Laminators and Fabricators;512051;Fiberglass Laminators and Fabricators;0;512091;8142;8232;811770;Moldador de plástico (por injeção)
51206100;Timing Device Assemblers and Adjusters;512061;Timing Device Assemblers and Adjusters;0;512093;8212;8282;731130;Montador de equipamentos elétricos (motores e dínamos)
51209200;Team Assemblers;512092;Team Assemblers;0;512092;8219;8284;811710;Calandrista de borracha
51209900;Assemblers and Fabricators, All Other;512099;Assemblers and Fabricators, All Other;0;512099;8219;8284;811710;Calandrista de borracha
51301100;Bakers;513011;Bakers;0;513011;7512;7412;848305;Padeiro
51302100;Butchers and Meat Cutters;513021;Butchers and Meat Cutters;0;513021;7511;7411;848510;Açougueiro
51302200;Meat, Poultry, and Fish Cutters and Trimmers;513022;Meat, Poultry, and Fish Cutters and Trimmers;0;513022;7511;7411;848510;Açougueiro
51302300;Slaughterers and Meat Packers;513023;Slaughterers and Meat Packers;0;513023;7511;7411;848510;Açougueiro
51309100;Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders;513091;Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders;0;513091;8160;8271;841428;Cozinhador de pescado
51309200;Food Batchmakers;513092;Food Batchmakers;0;513092;8160;8271;841428;Cozinhador de pescado
51309300;Food Cooking Machine Operators and Tenders;513093;Food Cooking Machine Operators and Tenders;0;513093;7514;7414;#N/D;#N/D
51309900;Food Processing Workers, All Other;513099;Food Processing Workers, All Other;0;513099;7514;7414;#N/D;#N/D
51402100;Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic;514021;Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic;0;514021;7223;7223;721215;Furador
51402200;Forging Machine Setters, Operators, and Tenders, Metal and Plastic;514022;Forging Machine Setters, Operators, and Tenders, Metal and Plastic;0;514022;7223;7223;721215;Furador
51402300;Rolling Machine Setters, Operators, and Tenders, Metal and Plastic;514023;Rolling Machine Setters, Operators, and Tenders, Metal and Plastic;0;514023;7223;7223;721215;Furador
51403100;Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic;514031;Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic;0;514031;7223;7223;721215;Furador
51403200;Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic;514032;Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic;0;514032;7223;7223;721215;Furador
51403300;Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic;514033;Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic;0;514033;7223;7223;721215;Furador
51403400;Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic;514034;Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic;0;514034;7223;7223;721215;Furador
51403500;Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic;514035;Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic;0;514035;7223;7223;721215;Furador
51404100;Machinists;514041;Machinists;0;514041;7223;7223;721215;Furador
51405100;Metal-Refining Furnace Operators and Tenders;514051;Metal-Refining Furnace Operators and Tenders;0;514051;3135;8121;821240;Operador de recebimento de gusa
51405200;Pourers and Casters, Metal;514052;Pourers and Casters, Metal;0;514052;8121;8121;821240;Operador de recebimento de gusa
51406100;Model Makers, Metal and Plastic;514061;Model Makers, Metal and Plastic;0;514061;7222;7222;721105;Ferramenteiro
51406200;Patternmakers, Metal and Plastic;514062;Patternmakers, Metal and Plastic;0;514062;7222;7222;721105;Ferramenteiro
51407100;Foundry Mold and Coremakers;514071;Foundry Mold and Coremakers;0;514071;7211;7211;722325;Operador de equipamento de preparação de areia
51407200;Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic;514072;Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic;0;514072;7211;7211;722325;Operador de equipamento de preparação de areia
51408100;Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic;514081;Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic;0;514081;7223;7223;721215;Furador
51411100;Tool and Die Makers;514111;Tool and Die Makers;0;514111;7222;7222;721105;Ferramenteiro
51412100;Welders, Cutters, Solderers, and Brazers;514121;Welders, Cutters, Solderers, and Brazers;0;514121;7212;7212;724320;Soldador à oxigás
51412200;Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders;514122;Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders;0;514122;7212;7212;724320;Soldador à oxigás
51419100;Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic;514191;Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic;0;514191;8121;8121;821240;Operador de recebimento de gusa
51419200;Layout Workers, Metal and Plastic;514192;Layout Workers, Metal and Plastic;0;514192;7213;7213;724225;Riscador de chapas
51419300;Plating Machine Setters, Operators, and Tenders, Metal and Plastic;514193;Plating Machine Setters, Operators, and Tenders, Metal and Plastic;0;514193;8122;8223;723215;Galvanizador
51419400;Tool Grinders, Filers, and Sharpeners;514194;Tool Grinders, Filers, and Sharpeners;0;514194;7224;7224;721325;Polidor de metais
51419900;Metal Workers and Plastic Workers, All Other;514199;Metal Workers and Plastic Workers, All Other;0;514199;7223;7223;721215;Furador
51511100;Prepress Technicians and Workers;515111;Prepress Technicians and Workers;0;515111;7321;7341;768615;Compositor manual
51511200;Printing Press Operators;515112;Printing Press Operators;0;515112;7322;7341;768615;Compositor manual
51511300;Print Binding and Finishing Workers;515113;Print Binding and Finishing Workers;0;515113;7323;7345;766315;Encadernador
51601100;Laundry and Dry-Cleaning Workers;516011;Laundry and Dry-Cleaning Workers;0;516011;8157;8264;516315;Lavadeiro de tapetes
51602100;Pressers, Textile, Garment, and Related Materials;516021;Pressers, Textile, Garment, and Related Materials;0;516021;9121;9133;#N/D;#N/D
51603100;Sewing Machine Operators;516031;Sewing Machine Operators;0;516031;8153;8263;#N/D;#N/D
51604100;Shoe and Leather Workers and Repairers;516041;Shoe and Leather Workers and Repairers;0;516041;7318;7332;768105;Tecelão (tear manual)
51604200;Shoe Machine Operators and Tenders;516042;Shoe Machine Operators and Tenders;0;516042;8156;8266;#N/D;#N/D
51605100;Sewers, Hand;516051;Sewers, Hand;0;516051;7533;7436;763210;Costureiro
51605200;Tailors, Dressmakers, and Custom Sewers;516052;Tailors, Dressmakers, and Custom Sewers;0;516052;7531;7433;763005;Alfaiate
51606100;Textile Bleaching and Dyeing Machine Operators and Tenders;516061;Textile Bleaching and Dyeing Machine Operators and Tenders;0;516061;8154;8264;516315;Lavadeiro de tapetes
51606200;Textile Cutting Machine Setters, Operators, and Tenders;516062;Textile Cutting Machine Setters, Operators, and Tenders;0;516062;7532;7435;318810;Modelista de roupa
51606300;Textile Knitting and Weaving Machine Setters, Operators, and Tenders;516063;Textile Knitting and Weaving Machine Setters, Operators, and Tenders;0;516063;8152;7432;768120;Redeiro
51606400;Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders;516064;Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders;0;516064;8151;8261;761205;Operador de misturador e fibras
51609100;Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers;516091;Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers;0;516091;8181;8131;823240;Operador de máquina de soprar vidro
51609200;Fabric and Apparel Patternmakers;516092;Fabric and Apparel Patternmakers;0;516092;7532;7435;318810;Modelista de roupa
51609300;Upholsterers;516093;Upholsterers;0;516093;7534;7437;765235;Estofador de móveis
51609900;Textile, Apparel, and Furnishings Workers, All Other;516099;Textile, Apparel, and Furnishings Workers, All Other;0;516099;7535;7441;762105;Classificador de couros e peles
51701100;Cabinetmakers and Bench Carpenters;517011;Cabinetmakers and Bench Carpenters;0;517011;7522;7422;775110;Folheador de móveis de madeira
51702100;Furniture Finishers;517021;Furniture Finishers;0;517021;7522;7422;775110;Folheador de móveis de madeira
51703100;Model Makers, Wood;517031;Model Makers, Wood;0;517031;7522;7422;775110;Folheador de móveis de madeira
51703200;Patternmakers, Wood;517032;Patternmakers, Wood;0;517032;7522;7422;775110;Folheador de móveis de madeira
51704100;Sawing Machine Setters, Operators, and Tenders, Wood;517041;Sawing Machine Setters, Operators, and Tenders, Wood;0;517041;8172;8141;773110;Operador de serras
51704200;Woodworking Machine Setters, Operators, and Tenders, Except Sawing;517042;Woodworking Machine Setters, Operators, and Tenders, Except Sawing;0;517042;7523;7423;773340;Operador de serras (lavra de madeira)
51709900;Woodworkers, All Other;517099;Woodworkers, All Other;0;517099;7317;#N/D;#N/D;#N/D
51801100;Nuclear Power Reactor Operators;518011;Nuclear Power Reactor Operators;0;518011;3131;8161;861115;Operador de central termelétrica
51801200;Power Distributors and Dispatchers;518012;Power Distributors and Dispatchers;0;518012;3131;8161;861115;Operador de central termelétrica
51801300;Power Plant Operators;518013;Power Plant Operators;0;518013;3131;8161;861115;Operador de central termelétrica
51801303;Biomass Plant Technicians;518013;Power Plant Operators;0;518013;3131;8161;861115;Operador de central termelétrica
51801304;Hydroelectric Plant Technicians;518013;Power Plant Operators;0;518013;3131;8161;861115;Operador de central termelétrica
51802100;Stationary Engineers and Boiler Operators;518021;Stationary Engineers and Boiler Operators;0;518021;8182;8162;862120;Operador de caldeira
51803100;Water and Wastewater Treatment Plant and System Operators;518031;Water and Wastewater Treatment Plant and System Operators;0;518031;3132;8163;862130;Operador de compressor de ar
51809100;Chemical Plant and System Operators;518091;Chemical Plant and System Operators;0;518091;3133;3116;301115;Técnico de laboratório de análises físico-químicas (petróleo)
51809200;Gas Plant Operators;518092;Gas Plant Operators;0;518092;3134;8155;811335;Operador de  filtros  de   parafina   (tratamentos químicos e afins)
51809300;Petroleum Pump System Operators, Refinery Operators, and Gaugers;518093;Petroleum Pump System Operators, Refinery Operators, and Gaugers;0;518093;3134;8155;811335;Operador de  filtros  de   parafina   (tratamentos químicos e afins)
51809900;Plant and System Operators, All Other;518099;Plant and System Operators, All Other;0;518099;3132;8163;862130;Operador de compressor de ar
51809901;Biofuels Processing Technicians;518099;Plant and System Operators, All Other;0;518099;3132;8163;862130;Operador de compressor de ar
51901100;Chemical Equipment Operators and Tenders;519011;Chemical Equipment Operators and Tenders;0;519011;8131;8151;811115;Operadores  de  britadeira (tratamentos químicos e afins)
51901200;Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders;519012;Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders;0;519012;7513;7413;848215;Manteigueiro
51902100;Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders;519021;Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders;0;519021;8112;8112;712105;Moleiro de minérios
51902200;Grinding and Polishing Workers, Hand;519022;Grinding and Polishing Workers, Hand;0;519022;7224;7224;721325;Polidor de metais
51902300;Mixing and Blending Machine Setters, Operators, and Tenders;519023;Mixing and Blending Machine Setters, Operators, and Tenders;0;519023;8114;8212;823325;Trabalhador   da  elaboração   de   pré-fabricados (concreto armado)
51903100;Cutters and Trimmers, Hand;519031;Cutters and Trimmers, Hand;0;519031;7315;7322;752115;Soprador de vidro
51903200;Cutting and Slicing Machine Setters, Operators, and Tenders;519032;Cutting and Slicing Machine Setters, Operators, and Tenders;0;519032;8114;8212;823325;Trabalhador   da  elaboração   de   pré-fabricados (concreto armado)
51904100;Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders;519041;Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders;0;519041;8141;8231;811705;Bamburista
